Name,Cuisine,Ratings,Review,Map,Open Time,Close Time,Payment Methods,Best Dishes,Budget in USD,Phone Number
Hotel El Limón,Española,4.7,200,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 10:00pm,mastercard & amex,"Mero en salsa verde, Arroz a la marinera, Lechón al horno ",7.1225000000000005,0212-576.7822
Arrecife Fish & Sushi Bistró,Japonesa,4.7,151,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:00am, 11:00pm,mastercard & visa,"Ceviche especial, Pampatar, Arrecife",8.325000000000001,0212-9781364
Dena Ona,Española,4.7,92,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:00am, 11:00pm,mastercard & amex,None,3.0525,0212-953.2060
Wamma Sabores,Gourmet,4.7,85,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:30am, 5:30pm,mastercard & visa,"Gourmet Burger, ParriBurguer, Mexicana Burguer",5.55,0212-571.6521
La Paletteria (Centro Lido),Internacional,4.7,25,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:00am, 7:00pm,mastercard & visa,"helado de vainilla relleno de leche condensada, Cheesecake de mora con leche condensada, Coco con leche condensada y toping de chocolate negro",0.8325,0412-642.6553
La Paletteria (Altamira),Internacional,4.7,23,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:00am, 8:00pm,mastercard & visa,"Parchita con leche condesada, Coco condensada, Pie de Limón",0.8602500000000001,
Tavola,Italiana,4.7,21,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 9:00pm,mastercard & visa,"Lomito de Res al vino tinto, Calzonne Nutella, Tocinillo de cielo",1.157582,0212-959.1558
Barako,Salir a comer,4.6,564,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:30am, 5:00pm,mastercard & visa,"Baby beef de punta americana, Volcan de chocolate, Bife de chorizo",10.2675,0212-264.0684
212,Salir a comer,4.6,504,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 9:00pm,mastercard & visa,"Papelón fashion, Old Fashion Burger, Papas con queso y tocineta",4.44,0212-740.2147
Moreno,Venezolana,4.6,495,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 11:00pm,mastercard & visa,"Chocolate puyao, Vuelve a la vida, Pastel de chucho",9.5275,0212-261.5569
Cafe Noisette,Francesa,4.6,455,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:00am, 8:00pm,mastercard & visa,"Crepe de nutella y cambur, Crepe poulet, Crepe de nutella",2.886,0212-883.1582
Krispy Donuts (Santa Eduvigis),Internacional,4.6,285,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:00am, 6:00pm,mastercard & amex,"Bomba de nutella, Dona homero simpson, Dona glaseada",3.46875,0212-285.7277
Brasero Steakhouse,Salir a comer,4.6,269,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:30am, 5:00pm,mastercard & amex,"Congrí, Brownie con helado, Tequeños de Yuca",5.2725,0212-243.2246
Sotano Siete (El Hatillo),Pizzería,4.6,219,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 1:00pm, 10:00pm,mastercard & visa,"Pizza Serrano y Rugula, Calzone sotano 7, Pizza Capressa",10.2675,0414-2656397
Las Nieves,Internacional,4.6,218,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:30am, 5:30pm,mastercard & visa,"Cola de langosta, Milhoja, Pasticho de berenjena",6.66,0212-952.0328
Caracas BBQ Smoke House,Salir a comer,4.6,193,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 10:00pm,mastercard & visa,"Brisket, Rib Sandwich, Batatas Francesas",8.88,0212-265.4135
Fresh Fish & Meat (El Hatillo),Pescados y Mariscos,4.6,182,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 9:00am, 7:00pm,mastercard & amex,"Hamburguesa jim smith, Trio de hamburguesas, Hamburguesa Bayliss",6.66,0212-211.5524
Sottovoce,Mediterránea,4.6,180,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 11:30pm,mastercard & visa,"Focaccia de jamón serrano y mascarpone, Carpaccio de carne, Cannolis con helado",18.0375,0212-993.6804
Ascugasi,Italiana,4.6,127,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:30am, 5:00pm,mastercard & visa,"Arancini, Pasta salmon y camarones, Pasta Bravisima",8.186250000000001,0212-753.7093
Salón Cantón (Las Mercedes),China,4.6,116,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 9:00pm,mastercard & visa,"Plato de degustación, Langostinos en salsa blanca, Pollo a la miel ",8.325000000000001,0212-993.2191
Pasticho By Morandi,Italiana,4.6,100,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:30am, 3:00pm,mastercard & visa,"Pasticho de carne, Pasticho de carne, Pasticho de carne",8.602500000000001,0412-600.6532
Trattoria Caracas,Italiana,4.6,98,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 8:00pm,mastercard & visa,"Pasta a la carbonara, Quesillo, Pasticho de calabacin con carne",6.9375,0212-286.1849
El Trolly,Venezolana,4.6,77,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 5:00pm, 1:00am,mastercard & visa,"Quesera con tocineta , Quesera con tocineta, Trolly house ",5.6425,0412-203.5508
Bodega Villa Avila,Internacional,4.6,75,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:30am, 8:30pm,mastercard & visa,"Golfeado con Queso Guayanez, Sandwich de costilla BBQ, pizza campesina",4.7175,0212-238.2172
Poke 212,Japonesa,4.6,53,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 10:00pm,mastercard & visa,"Poke moana, El poke hotdog, Poke moana",7.215,0424-216.4715
Canel Restaurante,Internacional,4.6,49,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:30am, 9:00pm,mastercard & visa,"Crepe de Nutella con helado, Pollo y Maiz, Omelette con tomates, queso y tocineta",10.2675,0424-299.3711
Pizza Caracas (Los Palos Grandes),Pizzería,4.6,32,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 10:00pm,mastercard & visa,None,3.7462500000000003,
Misenplas,Internacional,4.6,32,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", Cerrado, Cerrado,mastercard & visa,"Salmonburguer, Trufa Burger, Spicyrrito",10.2675,0412-247.6422
La Casa Bistró,Venezolana,4.5,638,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:00am, 4:00pm,mastercard & visa,"Huevos benedictinos, Asado Negro, Cacao 5",7.492500000000001,0212-285.3103
Das Pastellhaus,Internacional,4.5,548,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:00am, 9:00pm,mastercard & visa,"Pizza con base de crema , Ensalada cesar, Carpaccio de lomito",4.7175,0212-963.7655
Amelie (Los Palos Grandes),Internacional,4.5,485,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:30am, 7:00pm,mastercard & visa,"Cheesecake de brownie, Torta de chocolate, Frappuccino amelie",3.0525,0212-435.8979
Lola,Internacional,4.5,455,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 2:00am,mastercard & amex,"Carpaccio de lomito, Dumpling pekin, Cazuelita de chocolate chip ",13.7085,0212-263.9596
Bambú,Japonesa,4.5,453,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 10:00pm,mastercard & visa,"Sushi Bambú, Croquetas de salmón, Osaka roll",2.027304,0212-2613601
Frijol,Mexicana,4.5,443,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 8:00pm,mastercard & visa,"Burrito Mixto, Chili con queso, Burrito mixto (porkbelly + pollo)",7.215,0212-2644138
La Esquina,De Autor,4.5,390,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:00am, 11:00pm,mastercard & amex,"Milhoja de fresas frescas , Pulpo al grill, Huevos benedictinos",11.793750000000001,0412-377.8003
Doña Ines,Venezolana,4.5,382,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 9:00am, 4:30pm,mastercard & visa,"Cachapa de queso y pernil, Jugo consuelo, Cachapa doble queso",3.33,0212-961.3962
Barriott,Italiana,4.5,372,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 12:00am,mastercard & amex,"Cartoccio de lomito, Carpaccio de lomito, Tratar de atún ",6.66,0212-991.3338
St. Honoré,Francesa,4.5,363,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:00am, 9:00pm,mastercard & amex,"Croissant de almendras, Caracolas, Croissant simple",6.4750000000000005,02129764550
La Castañuela,Española,4.5,259,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:30am, 11:30pm,mastercard & amex,"Arroz a la marinera, Pargo frito, Ceviche",4.995,0212-993.4530
La Romanina,Italiana,4.5,210,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 12:00am,mastercard & visa,"Pizza campagnola, Pizza Bacon Way, Pizza con Prosciutto y Queso crema",5.41125,0212-266.8819
El Coyuco,Salir a comer,4.5,174,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:00am, 10:00pm,mastercard & amex,"Pollo a la brasa, Churrasco de pollo, Pollo asado",5.13375,0212-286.0603
El Tinajero de Los Helechos,Salir a comer,4.5,162,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 11:00pm,mastercard & amex,"Punta trasera, Solomo Entero para 2, Congri",5.688750000000001,0212-993.3321
Bonsai Sushi (C. C. Sambil),Japonesa,4.5,127,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 10:00pm,mastercard & visa,"Croquetas de cangrejo, Tokio roll , Island rolls",7.6312500000000005,0212-2630145
Gordonas,Internacional,4.5,66,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 9:00pm,mastercard & visa,"Dona de chocolate, Dona Glaseado de Limón, choco avellana",0.6105,
Avila Burger (Los Palos Grandes),Salir a comer,4.4,1172,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 10:00pm,mastercard & visa,"Papas con queso y tocineta, Hamburguesa Piedra el Indio, Hamburguesa Galipan",4.44,0212-285.6640
Pizza Caracas (La Castellana),Pizzería,4.4,536,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:00am, 8:00pm,mastercard & visa,"Peperoni pizza, Carpaccio lomito, Pizza primavera ",9.435,0212-735.1143
Soya,Japonesa,4.4,521,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:00am, 11:00pm,mastercard & visa,"Soya sushi, Asian crunch, Tiger roll",10.8225,0424-296.1546
El Alazán,Salir a comer,4.4,449,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:00am, 11:00pm,mastercard & amex,"Baby beef, Marquesa de chocolate, Ensalada césar de berro",5.698,0212-285.0208
Boston Bakery (Los Palos Grandes),Internacional,4.4,331,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 9:00pm,mastercard & visa,"Papelon con limon , Risotto de champiñones, Huevos benedictinos",3.7462500000000003,0212-285.2013
Burger Bar Caracas,Gourmet,4.4,311,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 9:00pm,mastercard & visa,"Hamburguesa española, Mmmmm burger, Avocado Burguer",4.44,0212-959.0584
Pacífico,Internacional,4.4,272,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 11:00pm,mastercard & amex,"Rissotto de langosta , Mero al bosque , Crocante de pulpo",16.650000000000002,0212-265.8302
Ikura,Japonesa,4.4,268,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 10:00pm,mastercard & amex,"Maracuyá Roll, Fuji roll, Hiroshima rolls",7.215,0212-267.6755
El Barquero,Española,4.4,238,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:30am, 12:30am,mastercard & amex,"Arroz a la marinera, Parrilla de mariscos especial, Camarones al Ajillo",8.325000000000001,0212-261.4645
Roma Mía,Italiana,4.4,197,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 11:00pm,mastercard & amex,"Pizza, Pizza, Pizza",4.85625,0212-264.7397
Pika's,Internacional,4.4,183,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:30am, 9:30pm,mastercard & visa,"Hamburguesa Texas , Hamburguesa cheese lovers, Hamburguesa Libertad",10.545,0212-451.3045
El Rincón Andino,Venezolana,4.4,130,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:00am, 5:00pm,mastercard & amex,"Pisca andina, Trucha con mojito de aji dulce, Carabina de bocono",8.325000000000001,0212-951.5323
Symphony Deli Café (El Paraiso),Internacional,4.4,99,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:00am, 10:00pm,mastercard & visa,"Paraíso burger, Pizza parrillera, Milkshake",0.609353,0212-484.3357
La Flor de Altamira,Pizzería,4.4,98,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 6:30am, 9:00pm,mastercard & visa,"Cachito de jamón de pavo , Croisant de pollo con queso fundido, Cachito de Jamon de Pierna",2.775,0212-2620037
Beijing Asian Cuisine (La Tahona),Japonesa,4.4,78,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 10:00pm,mastercard & visa,"Sushi Pizza, Sushi Pizza, Ensalada Shizuoka",8.88,0212-945.1641
Sotano Siete (Tolon),Pizzería,4.4,32,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 11:00pm,mastercard & visa,None,6.3825,04241578631
Oceania Gastrobar,Japonesa,4.4,27,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 10:00pm,mastercard & visa,"Paw Burguer, Torta humeda, Ceviche Mixto",6.105,0212-284.1835
Fresh Fish Delivery (Lido),Salir a comer,4.4,25,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:00am, 6:00pm,mastercard & visa,None,4.85625,0212-952.4265
Costilla,Sandwiches,4.3,633,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 8:30pm,mastercard & visa,"Sandwich de porchetta, Costillas bbq, Pollo crispy ",5.2725,0212-735.0165
Il Grillo,Italiana,4.3,542,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 10:00pm,mastercard & amex,"Risotto Dr Mendoza, Tortelonis de queso brie, Centro de lomito con papas colombianas",12.4875,0212-286.9715
Danubio (Chacao),Internacional,4.3,369,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:00am, 8:30pm,mastercard & visa,"Pie de limón, Mousse de parchita, Pastelitos de queso",4.995,0212-263.7563
Come a Casa,Italiana,4.3,363,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 4:00pm,mastercard & visa,"Panacotta, Panacotta, Lasaña de Chocolate",5.55,0212-283.1707
Gourmet Market,Internacional,4.3,202,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 6:00am, 12:00am,mastercard & amex,"Sushi pizza, Torta Brooklyn, Torta de oreo",0.916675,0212-951.3884
El Chef Chino,China,4.3,105,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 10:00pm,mastercard & visa,"Arroz cantonés, Cacerola de berenjenas, Pollo en salsa de miel con ajonjoli",10.637500000000001,0212-731.0080
La Dolce Vita,Italiana,4.3,101,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 10:00pm,mastercard & visa,"Ravioli relleno de ricota y espinaca., Lasagna, Lomito",6.52125,0212-2618579
Araxi (Santa Paula),Salir a comer,4.3,87,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 8:00pm,mastercard & visa,"Hamburguesa Capresa, Sandwich Buffalo Chicken, Hamburguesa Capresa",6.66,0212-750.5262
El Pizzaccio,Italiana,4.3,80,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 10:00pm,mastercard & visa,"Carpaccio de lomito, Pizza primavera, Pizzaccio",0.592666,0212-963.8063
La Alicantina,Italiana,4.3,76,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 6:30am, 8:00pm,mastercard & amex,"Pan de jamon, Pastelito de Carne, Brazo Gitano de Fresa",4.44,0212-993.1651
La Charlot,Internacional,4.3,52,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 6:30am, 9:30pm,mastercard & amex,"Club house , Pasta seca, Pastel de manzana ",9.226875,0212-481.4141
El Bosque,Venezolana,4.3,33,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 4:00pm,mastercard & visa,"Asado Negro, Steak Tartar, Merengon de guanabana",6.66,
Norty,Pizzería,4.3,31,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:00am, 8:30pm,mastercard & visa,"Golfeados, Frappuccino, pan de queso",6.451875,0412-288.3982
Moka,Internacional,4.3,24,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:00am, 10:00pm,mastercard & visa,"pizza volcan, Milanesa moka, Cachapa de pernil y queso de mano",16.650000000000002,0212-761.3520
Balconata Romana,Italiana,4.2,727,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 9:30pm,mastercard & amex,"Lomito balconata, Cabrito, Rissoto fungí ",15.262500000000001,0212-991.3319
Caffee Mokambo (Las Mercedes),Internacional,4.2,623,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 10:00pm,mastercard & amex,"Risotto de camarones y naranja, Chocolate en tres texturas, Risotto de asado negro",3.8850000000000002,0212-991.2577
Makao,Internacional,4.2,590,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:00am, 9:30pm,mastercard & visa,"Creeps de nutella, Foccacia de jamón serrano , Café saborizados",7.215,0212-994.0826
Madame Blac,Francesa,4.2,454,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:00am, 8:00pm,mastercard & amex,"Macaroons, Cake Chocobanana, Mousse de parchita ",1.3875,0212-316.2256 
Buffalo Wings (CSI),Salir a comer,4.2,404,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 12:00am,mastercard & visa,"Combiwings, Alitas bañadas en salsa bbq, Combiwings",14.8,0212-263.0721
Buono,Mediterránea,4.2,207,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:00am, 11:00pm,mastercard & visa,"Merengada de nutella, Trilogía de pastas, Cartoccio de lomito ",2.397859,0212-263.0505
Kami Burger,Salir a comer,4.2,130,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:00am, 9:00pm,mastercard & visa,"Hamburguesa kami grill , Kami burger doble, Hamburguesa toci-queso",3.538125,0414-372.9605
Papas Caracas,Internacional,4.2,120,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 8:00pm,mastercard & visa,"Alioli con cebollin, Cebollin, Cheedar con tocineta",3.0525,0426-7152086
Paramo Café (Centro),Nacional,4.2,112,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 6:30am, 8:00pm,mastercard & visa,"Café ensueño, Tortas, Frappuccino Páramo",1.3875,0212-234.3065
Pizpa (Altamira),Pizzería,4.2,95,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 10:00pm,mastercard & visa,"Pizza con carpaccio de lomito, Tocipapa, Cebolla Dulce",9.99,0412-730.1139
Miga's (Las Mercedes),Salir a comer,4.2,82,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:00am, 10:00pm,mastercard & visa,"Brownie con helado, Mockaccino, Grand slam",7.215,0212-991.1775
Maco Bistro,Internacional,4.2,75,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:00am, 10:00pm,mastercard & visa,"Lomito en Salsa de Champiñones, Maco burguer, Ensalada Maco",9.7125,
Zaituna Café,Internacional,4.2,70,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 9:00am, 8:00pm,mastercard & visa,"Frappuccino de Oreo, Tres leches, Tequeburger",5.7165,
La Piazzetta,Pizzería,4.2,35,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:30am, 11:00pm,mastercard & visa,"Tequeños la piazzetta, Mini pizzas, Tequeños tocicheddar",0.2368,0414-794.1004
Azahar,Mediterránea,4.1,618,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 11:00pm,mastercard & amex,"Mousse de plátano , Sopa de tomate, Centro de lomito relleno de queso de cabra y nueces ",20.8125,0212-993.1340
Versailles (Las Mercedes),Internacional,4.1,477,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:00am, 10:00pm,mastercard & visa,"Café, Café, Helados",4.44,0212-003.7506
Catar,Gourmet,4.1,448,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 10:00pm,mastercard & visa,"Torta fluida, Degustación de ensaladas, Polvorosa de pollo",2.886,0212-285.0649
